Transaction,Item,date_time,period_day,weekday_weekend,date,time,hour,day_name,month
2968,Bread,2016-12-10 16:44:00,afternoon,weekend,2016-12-10,16:44:00,16,Saturday,December
2969,Scone,2016-12-10 16:45:00,afternoon,weekend,2016-12-10,16:45:00,16,Saturday,December
2969,Coffee,2016-12-10 16:45:00,afternoon,weekend,2016-12-10,16:45:00,16,Saturday,December
2970,Bread,2016-12-10 16:46:00,afternoon,weekend,2016-12-10,16:46:00,16,Saturday,December
2971,Jam,2016-12-10 17:12:00,evening,weekend,2016-12-10,17:12:00,17,Saturday,December
2972,Bread,2016-12-11 09:08:00,morning,weekend,2016-12-11,09:08:00,9,Sunday,December
2973,Coffee,2016-12-11 09:11:00,morning,weekend,2016-12-11,09:11:00,9,Sunday,December
2973,Medialuna,2016-12-11 09:11:00,morning,weekend,2016-12-11,09:11:00,9,Sunday,December
2974,Bread,2016-12-11 09:14:00,morning,weekend,2016-12-11,09:14:00,9,Sunday,December
2974,Farm House,2016-12-11 09:14:00,morning,weekend,2016-12-11,09:14:00,9,Sunday,December
2975,Bread,2016-12-11 09:16:00,morning,weekend,2016-12-11,09:16:00,9,Sunday,December
2976,Coffee,2016-12-11 09:24:00,morning,weekend,2016-12-11,09:24:00,9,Sunday,December
2976,Pastry,2016-12-11 09:24:00,morning,weekend,2016-12-11,09:24:00,9,Sunday,December
2977,Bread,2016-12-11 09:29:00,morning,weekend,2016-12-11,09:29:00,9,Sunday,December
2977,Coffee,2016-12-11 09:29:00,morning,weekend,2016-12-11,09:29:00,9,Sunday,December
2978,Medialuna,2016-12-11 09:32:00,morning,weekend,2016-12-11,09:32:00,9,Sunday,December
2978,Coffee,2016-12-11 09:32:00,morning,weekend,2016-12-11,09:32:00,9,Sunday,December
2979,Scone,2016-12-11 09:35:00,morning,weekend,2016-12-11,09:35:00,9,Sunday,December
2979,Bread,2016-12-11 09:35:00,morning,weekend,2016-12-11,09:35:00,9,Sunday,December
2980,Coffee,2016-12-11 09:38:00,morning,weekend,2016-12-11,09:38:00,9,Sunday,December
2980,Coke,2016-12-11 09:38:00,morning,weekend,2016-12-11,09:38:00,9,Sunday,December
2981,Coffee,2016-12-11 10:01:00,morning,weekend,2016-12-11,10:01:00,10,Sunday,December
2982,Truffles,2016-12-11 10:04:00,morning,weekend,2016-12-11,10:04:00,10,Sunday,December
2983,Bread,2016-12-11 10:08:00,morning,weekend,2016-12-11,10:08:00,10,Sunday,December
2984,Mineral water,2016-12-11 10:16:00,morning,weekend,2016-12-11,10:16:00,10,Sunday,December
2985,Hot chocolate,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Coffee,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Bread,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Toast,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Medialuna,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Alfajores,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2985,Fudge,2016-12-11 10:55:00,morning,weekend,2016-12-11,10:55:00,10,Sunday,December
2986,Jam,2016-12-11 10:56:00,morning,weekend,2016-12-11,10:56:00,10,Sunday,December
2987,Medialuna,2016-12-11 11:00:00,morning,weekend,2016-12-11,11:00:00,11,Sunday,December
2987,Bakewell,2016-12-11 11:00:00,morning,weekend,2016-12-11,11:00:00,11,Sunday,December
2987,Coffee,2016-12-11 11:00:00,morning,weekend,2016-12-11,11:00:00,11,Sunday,December
2987,Bread,2016-12-11 11:00:00,morning,weekend,2016-12-11,11:00:00,11,Sunday,December
2987,Toast,2016-12-11 11:00:00,morning,weekend,2016-12-11,11:00:00,11,Sunday,December
2988,Coffee,2016-12-11 11:11:00,morning,weekend,2016-12-11,11:11:00,11,Sunday,December
2989,Bread,2016-12-11 11:13:00,morning,weekend,2016-12-11,11:13:00,11,Sunday,December
2990,Coffee,2016-12-11 11:29:00,morning,weekend,2016-12-11,11:29:00,11,Sunday,December
2990,Coffee,2016-12-11 11:29:00,morning,weekend,2016-12-11,11:29:00,11,Sunday,December
2990,Bakewell,2016-12-11 11:29:00,morning,weekend,2016-12-11,11:29:00,11,Sunday,December
2990,Medialuna,2016-12-11 11:29:00,morning,weekend,2016-12-11,11:29:00,11,Sunday,December
2991,Coffee,2016-12-11 11:36:00,morning,weekend,2016-12-11,11:36:00,11,Sunday,December
2991,Coffee,2016-12-11 11:36:00,morning,weekend,2016-12-11,11:36:00,11,Sunday,December
2991,Bread,2016-12-11 11:36:00,morning,weekend,2016-12-11,11:36:00,11,Sunday,December
2992,Farm House,2016-12-11 11:42:00,morning,weekend,2016-12-11,11:42:00,11,Sunday,December
2993,Bread,2016-12-11 11:43:00,morning,weekend,2016-12-11,11:43:00,11,Sunday,December
2994,Medialuna,2016-12-11 11:47:00,morning,weekend,2016-12-11,11:47:00,11,Sunday,December
2994,Scone,2016-12-11 11:47:00,morning,weekend,2016-12-11,11:47:00,11,Sunday,December
2994,Coffee,2016-12-11 11:47:00,morning,weekend,2016-12-11,11:47:00,11,Sunday,December
2994,Coffee,2016-12-11 11:47:00,morning,weekend,2016-12-11,11:47:00,11,Sunday,December
2995,Bread,2016-12-11 11:57:00,morning,weekend,2016-12-11,11:57:00,11,Sunday,December
2996,Farm House,2016-12-11 12:00:00,afternoon,weekend,2016-12-11,12:00:00,12,Sunday,December
2996,Coffee,2016-12-11 12:00:00,afternoon,weekend,2016-12-11,12:00:00,12,Sunday,December
2996,Medialuna,2016-12-11 12:00:00,afternoon,weekend,2016-12-11,12:00:00,12,Sunday,December
2996,Bread,2016-12-11 12:00:00,afternoon,weekend,2016-12-11,12:00:00,12,Sunday,December
2997,Smoothies,2016-12-11 12:06:00,afternoon,weekend,2016-12-11,12:06:00,12,Sunday,December
2998,Coffee,2016-12-11 12:07:00,afternoon,weekend,2016-12-11,12:07:00,12,Sunday,December
3000,Medialuna,2016-12-11 12:45:00,afternoon,weekend,2016-12-11,12:45:00,12,Sunday,December
3000,Coffee,2016-12-11 12:45:00,afternoon,weekend,2016-12-11,12:45:00,12,Sunday,December
3001,Mineral water,2016-12-11 12:47:00,afternoon,weekend,2016-12-11,12:47:00,12,Sunday,December
3002,Bread,2016-12-11 12:59:00,afternoon,weekend,2016-12-11,12:59:00,12,Sunday,December
3002,Mineral water,2016-12-11 12:59:00,afternoon,weekend,2016-12-11,12:59:00,12,Sunday,December
3002,Hot chocolate,2016-12-11 12:59:00,afternoon,weekend,2016-12-11,12:59:00,12,Sunday,December
3003,Sandwich,2016-12-11 13:02:00,afternoon,weekend,2016-12-11,13:02:00,13,Sunday,December
3003,Tea,2016-12-11 13:02:00,afternoon,weekend,2016-12-11,13:02:00,13,Sunday,December
3004,Coffee,2016-12-11 13:05:00,afternoon,weekend,2016-12-11,13:05:00,13,Sunday,December
3004,Cookies,2016-12-11 13:05:00,afternoon,weekend,2016-12-11,13:05:00,13,Sunday,December
3005,Alfajores,2016-12-11 13:08:00,afternoon,weekend,2016-12-11,13:08:00,13,Sunday,December
3005,Alfajores,2016-12-11 13:08:00,afternoon,weekend,2016-12-11,13:08:00,13,Sunday,December
3006,Vegan mincepie,2016-12-11 13:33:00,afternoon,weekend,2016-12-11,13:33:00,13,Sunday,December
3006,Bread,2016-12-11 13:33:00,afternoon,weekend,2016-12-11,13:33:00,13,Sunday,December
3006,Coffee,2016-12-11 13:33:00,afternoon,weekend,2016-12-11,13:33:00,13,Sunday,December
3007,Coffee,2016-12-11 13:34:00,afternoon,weekend,2016-12-11,13:34:00,13,Sunday,December
3008,Medialuna,2016-12-11 13:42:00,afternoon,weekend,2016-12-11,13:42:00,13,Sunday,December
3009,Coffee,2016-12-11 13:43:00,afternoon,weekend,2016-12-11,13:43:00,13,Sunday,December
3009,Frittata,2016-12-11 13:43:00,afternoon,weekend,2016-12-11,13:43:00,13,Sunday,December
3009,Toast,2016-12-11 13:43:00,afternoon,weekend,2016-12-11,13:43:00,13,Sunday,December
3010,Coffee,2016-12-11 13:51:00,afternoon,weekend,2016-12-11,13:51:00,13,Sunday,December
3010,Hot chocolate,2016-12-11 13:51:00,afternoon,weekend,2016-12-11,13:51:00,13,Sunday,December
3010,Muffin,2016-12-11 13:51:00,afternoon,weekend,2016-12-11,13:51:00,13,Sunday,December
3011,Coffee,2016-12-11 13:54:00,afternoon,weekend,2016-12-11,13:54:00,13,Sunday,December
3011,Scandinavian,2016-12-11 13:54:00,afternoon,weekend,2016-12-11,13:54:00,13,Sunday,December
3013,Bakewell,2016-12-11 14:21:00,afternoon,weekend,2016-12-11,14:21:00,14,Sunday,December
3013,Tea,2016-12-11 14:21:00,afternoon,weekend,2016-12-11,14:21:00,14,Sunday,December
3015,Coffee,2016-12-11 14:29:00,afternoon,weekend,2016-12-11,14:29:00,14,Sunday,December
3017,Frittata,2016-12-11 14:32:00,afternoon,weekend,2016-12-11,14:32:00,14,Sunday,December
3017,Coffee,2016-12-11 14:32:00,afternoon,weekend,2016-12-11,14:32:00,14,Sunday,December
3018,Scandinavian,2016-12-11 15:04:00,afternoon,weekend,2016-12-11,15:04:00,15,Sunday,December
3019,Coffee,2016-12-11 15:16:00,afternoon,weekend,2016-12-11,15:16:00,15,Sunday,December
3019,Coffee,2016-12-11 15:16:00,afternoon,weekend,2016-12-11,15:16:00,15,Sunday,December
3020,Coffee,2016-12-11 15:26:00,afternoon,weekend,2016-12-11,15:26:00,15,Sunday,December
3020,Tea,2016-12-11 15:26:00,afternoon,weekend,2016-12-11,15:26:00,15,Sunday,December
3021,Scandinavian,2016-12-11 15:27:00,afternoon,weekend,2016-12-11,15:27:00,15,Sunday,December
3022,Bread,2016-12-11 15:48:00,afternoon,weekend,2016-12-11,15:48:00,15,Sunday,December
3023,Tea,2016-12-12 08:51:00,morning,weekday,2016-12-12,08:51:00,8,Monday,December
3024,Bread,2016-12-12 08:52:00,morning,weekday,2016-12-12,08:52:00,8,Monday,December
3025,Bread,2016-12-12 08:54:00,morning,weekday,2016-12-12,08:54:00,8,Monday,December
3025,Medialuna,2016-12-12 08:54:00,morning,weekday,2016-12-12,08:54:00,8,Monday,December
3026,Pastry,2016-12-12 08:58:00,morning,weekday,2016-12-12,08:58:00,8,Monday,December
3026,Toast,2016-12-12 08:58:00,morning,weekday,2016-12-12,08:58:00,8,Monday,December
3026,Coffee,2016-12-12 08:58:00,morning,weekday,2016-12-12,08:58:00,8,Monday,December
3027,Coffee,2016-12-12 09:02:00,morning,weekday,2016-12-12,09:02:00,9,Monday,December
3027,Pastry,2016-12-12 09:02:00,morning,weekday,2016-12-12,09:02:00,9,Monday,December
3028,Tea,2016-12-12 09:13:00,morning,weekday,2016-12-12,09:13:00,9,Monday,December
3029,Coffee,2016-12-12 09:28:00,morning,weekday,2016-12-12,09:28:00,9,Monday,December
3029,Toast,2016-12-12 09:28:00,morning,weekday,2016-12-12,09:28:00,9,Monday,December
3030,Coffee,2016-12-12 10:00:00,morning,weekday,2016-12-12,10:00:00,10,Monday,December
3031,Jam,2016-12-12 10:09:00,morning,weekday,2016-12-12,10:09:00,10,Monday,December
3031,Coffee,2016-12-12 10:09:00,morning,weekday,2016-12-12,10:09:00,10,Monday,December
3031,Hot chocolate,2016-12-12 10:09:00,morning,weekday,2016-12-12,10:09:00,10,Monday,December
3031,Toast,2016-12-12 10:09:00,morning,weekday,2016-12-12,10:09:00,10,Monday,December
3032,Coffee,2016-12-12 10:16:00,morning,weekday,2016-12-12,10:16:00,10,Monday,December
3032,Sandwich,2016-12-12 10:16:00,morning,weekday,2016-12-12,10:16:00,10,Monday,December
3033,Bread,2016-12-12 10:36:00,morning,weekday,2016-12-12,10:36:00,10,Monday,December
3033,Tea,2016-12-12 10:36:00,morning,weekday,2016-12-12,10:36:00,10,Monday,December
3033,Bakewell,2016-12-12 10:36:00,morning,weekday,2016-12-12,10:36:00,10,Monday,December
3033,Alfajores,2016-12-12 10:36:00,morning,weekday,2016-12-12,10:36:00,10,Monday,December
3034,Bread,2016-12-12 10:38:00,morning,weekday,2016-12-12,10:38:00,10,Monday,December
3034,Coffee,2016-12-12 10:38:00,morning,weekday,2016-12-12,10:38:00,10,Monday,December
3034,Cake,2016-12-12 10:38:00,morning,weekday,2016-12-12,10:38:00,10,Monday,December
3035,Bread,2016-12-12 11:14:00,morning,weekday,2016-12-12,11:14:00,11,Monday,December
3036,Bread,2016-12-12 11:23:00,morning,weekday,2016-12-12,11:23:00,11,Monday,December
3037,Coffee,2016-12-12 11:29:00,morning,weekday,2016-12-12,11:29:00,11,Monday,December
3037,Coffee,2016-12-12 11:29:00,morning,weekday,2016-12-12,11:29:00,11,Monday,December
3037,Bakewell,2016-12-12 11:29:00,morning,weekday,2016-12-12,11:29:00,11,Monday,December
3037,Cake,2016-12-12 11:29:00,morning,weekday,2016-12-12,11:29:00,11,Monday,December
3038,Bread,2016-12-12 11:30:00,morning,weekday,2016-12-12,11:30:00,11,Monday,December
3039,Coffee,2016-12-12 11:31:00,morning,weekday,2016-12-12,11:31:00,11,Monday,December
3039,Medialuna,2016-12-12 11:31:00,morning,weekday,2016-12-12,11:31:00,11,Monday,December
3040,Bread,2016-12-12 11:54:00,morning,weekday,2016-12-12,11:54:00,11,Monday,December
3041,Bread,2016-12-12 11:57:00,morning,weekday,2016-12-12,11:57:00,11,Monday,December
3041,Vegan mincepie,2016-12-12 11:57:00,morning,weekday,2016-12-12,11:57:00,11,Monday,December
3042,Coffee,2016-12-12 12:17:00,afternoon,weekday,2016-12-12,12:17:00,12,Monday,December
3042,Bread,2016-12-12 12:17:00,afternoon,weekday,2016-12-12,12:17:00,12,Monday,December
3042,Vegan mincepie,2016-12-12 12:17:00,afternoon,weekday,2016-12-12,12:17:00,12,Monday,December
3042,Cake,2016-12-12 12:17:00,afternoon,weekday,2016-12-12,12:17:00,12,Monday,December
3043,Bread,2016-12-12 12:22:00,afternoon,weekday,2016-12-12,12:22:00,12,Monday,December
3044,Sandwich,2016-12-12 12:23:00,afternoon,weekday,2016-12-12,12:23:00,12,Monday,December
3045,Pastry,2016-12-12 12:35:00,afternoon,weekday,2016-12-12,12:35:00,12,Monday,December
3045,Bread,2016-12-12 12:35:00,afternoon,weekday,2016-12-12,12:35:00,12,Monday,December
3046,Cake,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3046,Vegan mincepie,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3046,Coffee,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3046,Coffee,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3046,Mineral water,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3046,Mineral water,2016-12-12 12:55:00,afternoon,weekday,2016-12-12,12:55:00,12,Monday,December
3047,Jam,2016-12-12 12:59:00,afternoon,weekday,2016-12-12,12:59:00,12,Monday,December
3048,Bread,2016-12-12 13:18:00,afternoon,weekday,2016-12-12,13:18:00,13,Monday,December
3049,Frittata,2016-12-12 13:24:00,afternoon,weekday,2016-12-12,13:24:00,13,Monday,December
3049,Coffee,2016-12-12 13:24:00,afternoon,weekday,2016-12-12,13:24:00,13,Monday,December
3050,Coffee,2016-12-12 13:48:00,afternoon,weekday,2016-12-12,13:48:00,13,Monday,December
3050,Coffee,2016-12-12 13:48:00,afternoon,weekday,2016-12-12,13:48:00,13,Monday,December
3051,Bread,2016-12-12 13:55:00,afternoon,weekday,2016-12-12,13:55:00,13,Monday,December
3052,Sandwich,2016-12-12 13:56:00,afternoon,weekday,2016-12-12,13:56:00,13,Monday,December
3053,Sandwich,2016-12-12 13:59:00,afternoon,weekday,2016-12-12,13:59:00,13,Monday,December
3053,Bread,2016-12-12 13:59:00,afternoon,weekday,2016-12-12,13:59:00,13,Monday,December
3053,Truffles,2016-12-12 13:59:00,afternoon,weekday,2016-12-12,13:59:00,13,Monday,December
3053,Coffee,2016-12-12 13:59:00,afternoon,weekday,2016-12-12,13:59:00,13,Monday,December
3054,Tea,2016-12-12 14:02:00,afternoon,weekday,2016-12-12,14:02:00,14,Monday,December
3054,Toast,2016-12-12 14:02:00,afternoon,weekday,2016-12-12,14:02:00,14,Monday,December
3055,Coffee,2016-12-12 14:08:00,afternoon,weekday,2016-12-12,14:08:00,14,Monday,December
3056,Cake,2016-12-12 14:09:00,afternoon,weekday,2016-12-12,14:09:00,14,Monday,December
3058,Coffee,2016-12-12 14:12:00,afternoon,weekday,2016-12-12,14:12:00,14,Monday,December
3058,Bread,2016-12-12 14:12:00,afternoon,weekday,2016-12-12,14:12:00,14,Monday,December
3058,Bread,2016-12-12 14:12:00,afternoon,weekday,2016-12-12,14:12:00,14,Monday,December
3058,Bread,2016-12-12 14:12:00,afternoon,weekday,2016-12-12,14:12:00,14,Monday,December
3059,Fudge,2016-12-12 15:01:00,afternoon,weekday,2016-12-12,15:01:00,15,Monday,December
3060,Jam,2016-12-12 15:09:00,afternoon,weekday,2016-12-12,15:09:00,15,Monday,December
3060,Jam,2016-12-12 15:09:00,afternoon,weekday,2016-12-12,15:09:00,15,Monday,December
3061,Bread,2016-12-12 15:19:00,afternoon,weekday,2016-12-12,15:19:00,15,Monday,December
3062,Coffee,2016-12-12 15:33:00,afternoon,weekday,2016-12-12,15:33:00,15,Monday,December
3063,Tea,2016-12-12 15:44:00,afternoon,weekday,2016-12-12,15:44:00,15,Monday,December
3063,Bread,2016-12-12 15:44:00,afternoon,weekday,2016-12-12,15:44:00,15,Monday,December
3063,Hot chocolate,2016-12-12 15:44:00,afternoon,weekday,2016-12-12,15:44:00,15,Monday,December
3063,Vegan mincepie,2016-12-12 15:44:00,afternoon,weekday,2016-12-12,15:44:00,15,Monday,December
3063,Bread,2016-12-12 15:44:00,afternoon,weekday,2016-12-12,15:44:00,15,Monday,December
3064,Juice,2016-12-12 15:46:00,afternoon,weekday,2016-12-12,15:46:00,15,Monday,December
3064,Cake,2016-12-12 15:46:00,afternoon,weekday,2016-12-12,15:46:00,15,Monday,December
3064,Jammie Dodgers,2016-12-12 15:46:00,afternoon,weekday,2016-12-12,15:46:00,15,Monday,December
3064,Bread,2016-12-12 15:46:00,afternoon,weekday,2016-12-12,15:46:00,15,Monday,December
3065,Bread,2016-12-12 15:53:00,afternoon,weekday,2016-12-12,15:53:00,15,Monday,December
3066,Vegan mincepie,2016-12-12 16:12:00,afternoon,weekday,2016-12-12,16:12:00,16,Monday,December
3066,Tea,2016-12-12 16:12:00,afternoon,weekday,2016-12-12,16:12:00,16,Monday,December
3067,Coffee,2016-12-12 16:24:00,afternoon,weekday,2016-12-12,16:24:00,16,Monday,December
3067,Pastry,2016-12-12 16:24:00,afternoon,weekday,2016-12-12,16:24:00,16,Monday,December
3068,Scandinavian,2016-12-13 08:33:00,morning,weekday,2016-12-13,08:33:00,8,Tuesday,December
3068,Vegan mincepie,2016-12-13 08:33:00,morning,weekday,2016-12-13,08:33:00,8,Tuesday,December
3069,Bread,2016-12-13 08:37:00,morning,weekday,2016-12-13,08:37:00,8,Tuesday,December
3070,Coffee,2016-12-13 09:04:00,morning,weekday,2016-12-13,09:04:00,9,Tuesday,December
3070,Fudge,2016-12-13 09:04:00,morning,weekday,2016-12-13,09:04:00,9,Tuesday,December
3070,Jam,2016-12-13 09:04:00,morning,weekday,2016-12-13,09:04:00,9,Tuesday,December
3070,Fudge,2016-12-13 09:04:00,morning,weekday,2016-12-13,09:04:00,9,Tuesday,December
3070,Fudge,2016-12-13 09:04:00,morning,weekday,2016-12-13,09:04:00,9,Tuesday,December
3071,Jam,2016-12-13 09:06:00,morning,weekday,2016-12-13,09:06:00,9,Tuesday,December
3071,Coffee,2016-12-13 09:06:00,morning,weekday,2016-12-13,09:06:00,9,Tuesday,December
3071,Coffee,2016-12-13 09:06:00,morning,weekday,2016-12-13,09:06:00,9,Tuesday,December
3073,Coffee,2016-12-13 09:30:00,morning,weekday,2016-12-13,09:30:00,9,Tuesday,December
3073,Coffee,2016-12-13 09:30:00,morning,weekday,2016-12-13,09:30:00,9,Tuesday,December
3074,Coffee,2016-12-13 09:40:00,morning,weekday,2016-12-13,09:40:00,9,Tuesday,December
3074,Cookies,2016-12-13 09:40:00,morning,weekday,2016-12-13,09:40:00,9,Tuesday,December
3074,Pastry,2016-12-13 09:40:00,morning,weekday,2016-12-13,09:40:00,9,Tuesday,December
3075,Medialuna,2016-12-13 09:42:00,morning,weekday,2016-12-13,09:42:00,9,Tuesday,December
3075,Bread,2016-12-13 09:42:00,morning,weekday,2016-12-13,09:42:00,9,Tuesday,December
3076,Coffee,2016-12-13 09:43:00,morning,weekday,2016-12-13,09:43:00,9,Tuesday,December
3076,Art Tray,2016-12-13 09:43:00,morning,weekday,2016-12-13,09:43:00,9,Tuesday,December
3077,Tea,2016-12-13 09:48:00,morning,weekday,2016-12-13,09:48:00,9,Tuesday,December
3077,Tea,2016-12-13 09:48:00,morning,weekday,2016-12-13,09:48:00,9,Tuesday,December
3077,Toast,2016-12-13 09:48:00,morning,weekday,2016-12-13,09:48:00,9,Tuesday,December
3078,Coke,2016-12-13 09:49:00,morning,weekday,2016-12-13,09:49:00,9,Tuesday,December
3079,Coffee,2016-12-13 10:10:00,morning,weekday,2016-12-13,10:10:00,10,Tuesday,December
3079,Bread,2016-12-13 10:10:00,morning,weekday,2016-12-13,10:10:00,10,Tuesday,December
3080,Bakewell,2016-12-13 10:14:00,morning,weekday,2016-12-13,10:14:00,10,Tuesday,December
3080,Farm House,2016-12-13 10:14:00,morning,weekday,2016-12-13,10:14:00,10,Tuesday,December
3081,Bread,2016-12-13 10:31:00,morning,weekday,2016-12-13,10:31:00,10,Tuesday,December
3081,Tea,2016-12-13 10:31:00,morning,weekday,2016-12-13,10:31:00,10,Tuesday,December
3081,Coffee,2016-12-13 10:31:00,morning,weekday,2016-12-13,10:31:00,10,Tuesday,December
3081,Alfajores,2016-12-13 10:31:00,morning,weekday,2016-12-13,10:31:00,10,Tuesday,December
3081,Hot chocolate,2016-12-13 10:31:00,morning,weekday,2016-12-13,10:31:00,10,Tuesday,December
3082,Farm House,2016-12-13 10:33:00,morning,weekday,2016-12-13,10:33:00,10,Tuesday,December
3083,Coffee,2016-12-13 10:53:00,morning,weekday,2016-12-13,10:53:00,10,Tuesday,December
3083,Bread,2016-12-13 10:53:00,morning,weekday,2016-12-13,10:53:00,10,Tuesday,December
3084,Coffee,2016-12-13 11:08:00,morning,weekday,2016-12-13,11:08:00,11,Tuesday,December
3084,Toast,2016-12-13 11:08:00,morning,weekday,2016-12-13,11:08:00,11,Tuesday,December
3084,Scandinavian,2016-12-13 11:08:00,morning,weekday,2016-12-13,11:08:00,11,Tuesday,December
3085,Bread,2016-12-13 11:28:00,morning,weekday,2016-12-13,11:28:00,11,Tuesday,December
3085,Vegan mincepie,2016-12-13 11:28:00,morning,weekday,2016-12-13,11:28:00,11,Tuesday,December
3086,Bread,2016-12-13 11:31:00,morning,weekday,2016-12-13,11:31:00,11,Tuesday,December
3087,Coffee,2016-12-13 11:32:00,morning,weekday,2016-12-13,11:32:00,11,Tuesday,December
3088,Coffee,2016-12-13 11:35:00,morning,weekday,2016-12-13,11:35:00,11,Tuesday,December
3088,Bread,2016-12-13 11:35:00,morning,weekday,2016-12-13,11:35:00,11,Tuesday,December
3088,Alfajores,2016-12-13 11:35:00,morning,weekday,2016-12-13,11:35:00,11,Tuesday,December
3089,Coffee,2016-12-13 12:15:00,afternoon,weekday,2016-12-13,12:15:00,12,Tuesday,December
3090,Bread,2016-12-13 12:17:00,afternoon,weekday,2016-12-13,12:17:00,12,Tuesday,December
3091,Medialuna,2016-12-13 12:32:00,afternoon,weekday,2016-12-13,12:32:00,12,Tuesday,December
3092,Coffee,2016-12-13 12:49:00,afternoon,weekday,2016-12-13,12:49:00,12,Tuesday,December
3093,Frittata,2016-12-13 13:11:00,afternoon,weekday,2016-12-13,13:11:00,13,Tuesday,December
3093,Tea,2016-12-13 13:11:00,afternoon,weekday,2016-12-13,13:11:00,13,Tuesday,December
3093,Coffee,2016-12-13 13:11:00,afternoon,weekday,2016-12-13,13:11:00,13,Tuesday,December
3094,Tea,2016-12-13 13:36:00,afternoon,weekday,2016-12-13,13:36:00,13,Tuesday,December
3095,Tea,2016-12-13 13:56:00,afternoon,weekday,2016-12-13,13:56:00,13,Tuesday,December
3095,Bakewell,2016-12-13 13:56:00,afternoon,weekday,2016-12-13,13:56:00,13,Tuesday,December
3096,Farm House,2016-12-13 13:58:00,afternoon,weekday,2016-12-13,13:58:00,13,Tuesday,December
3097,Coffee,2016-12-13 14:32:00,afternoon,weekday,2016-12-13,14:32:00,14,Tuesday,December
3097,Pastry,2016-12-13 14:32:00,afternoon,weekday,2016-12-13,14:32:00,14,Tuesday,December
3097,Medialuna,2016-12-13 14:32:00,afternoon,weekday,2016-12-13,14:32:00,14,Tuesday,December
3098,Coffee,2016-12-13 14:37:00,afternoon,weekday,2016-12-13,14:37:00,14,Tuesday,December
3098,Coffee,2016-12-13 14:37:00,afternoon,weekday,2016-12-13,14:37:00,14,Tuesday,December
3098,Sandwich,2016-12-13 14:37:00,afternoon,weekday,2016-12-13,14:37:00,14,Tuesday,December
3099,Coffee,2016-12-13 14:51:00,afternoon,weekday,2016-12-13,14:51:00,14,Tuesday,December
3099,Medialuna,2016-12-13 14:51:00,afternoon,weekday,2016-12-13,14:51:00,14,Tuesday,December
3100,Coffee,2016-12-13 14:59:00,afternoon,weekday,2016-12-13,14:59:00,14,Tuesday,December
3100,Pastry,2016-12-13 14:59:00,afternoon,weekday,2016-12-13,14:59:00,14,Tuesday,December
3101,Muffin,2016-12-13 15:04:00,afternoon,weekday,2016-12-13,15:04:00,15,Tuesday,December
3101,Bread,2016-12-13 15:04:00,afternoon,weekday,2016-12-13,15:04:00,15,Tuesday,December
3101,Bread,2016-12-13 15:04:00,afternoon,weekday,2016-12-13,15:04:00,15,Tuesday,December
3101,Coffee,2016-12-13 15:04:00,afternoon,weekday,2016-12-13,15:04:00,15,Tuesday,December
3102,Coffee,2016-12-13 15:06:00,afternoon,weekday,2016-12-13,15:06:00,15,Tuesday,December
3102,Bakewell,2016-12-13 15:06:00,afternoon,weekday,2016-12-13,15:06:00,15,Tuesday,December
3103,Bread,2016-12-13 15:17:00,afternoon,weekday,2016-12-13,15:17:00,15,Tuesday,December
3104,Coffee,2016-12-13 15:19:00,afternoon,weekday,2016-12-13,15:19:00,15,Tuesday,December
3105,Bread,2016-12-13 15:22:00,afternoon,weekday,2016-12-13,15:22:00,15,Tuesday,December
3106,Coffee,2016-12-13 15:40:00,afternoon,weekday,2016-12-13,15:40:00,15,Tuesday,December
3106,Coffee,2016-12-13 15:40:00,afternoon,weekday,2016-12-13,15:40:00,15,Tuesday,December
3106,Alfajores,2016-12-13 15:40:00,afternoon,weekday,2016-12-13,15:40:00,15,Tuesday,December
3107,Bread,2016-12-13 16:07:00,afternoon,weekday,2016-12-13,16:07:00,16,Tuesday,December
3107,Truffles,2016-12-13 16:07:00,afternoon,weekday,2016-12-13,16:07:00,16,Tuesday,December
3107,Coffee,2016-12-13 16:07:00,afternoon,weekday,2016-12-13,16:07:00,16,Tuesday,December
3107,Truffles,2016-12-13 16:07:00,afternoon,weekday,2016-12-13,16:07:00,16,Tuesday,December
3107,Scandinavian,2016-12-13 16:07:00,afternoon,weekday,2016-12-13,16:07:00,16,Tuesday,December
3108,Tea,2016-12-13 16:26:00,afternoon,weekday,2016-12-13,16:26:00,16,Tuesday,December
